idsubproduto,descricaoproduto
11137,"INVERSORA ESAB BANTAM 2,50 BIVOLT"
3706,INVERSORA ESAB LHN 162I DUAL VOLTAGE 127 220V
3704,MAQ SOLDA AWT INVERS MM-120EP MONO 127V
5914,MAQ.SOLDA DV INVERS. MIG FORZA SUPER M DW2-250-K *
2225,POLICORTE FERRO FERRARI F-12 *
10404,SERRA DE ESQUADRIA MAKITA 127 V ( ALUMINIO )
11157,CHAVE DE IMPACTO 21V 1500MH BATERIA  TITANIUM
10900,CHAVE DE IMPACTO 900W - 127 TITANIUM
3939,ESMERILHADEIRA MAKITA 4''1/2 M9507B 127V *
10436,ESMERILHADEIRA WESCO 4.1/2 127V 750W WS4740U
11281,FURADEIRA DE IMPACTO 3/8 500W 127V TRAMONTINA
10432,FURADEIRA DE IMPACTO S/MALETA WESCO 127 V 800W WS3179U
10428,FURADEIRA DE IMPACTO S/MALETA WESCO 220 V 550W WS3173
10434,FURADEIRA DE IMPACTO S/MALETA WESCO 220 V 750W WS3174
11471,FURADEIRA DE IMPACTO S/MALETA WESCO 220 V 800W WS3179
10430,FURADEIRA IMPAC 127 V 550W WS3173 WESCO S/MALETA
1734,FURADEIRA IMPAC SKILL 10' 570 W 6600 127 V *
6062,HANDYARC 132I BIVOLT
10202,INVERSORA SOLDA KSI 130A BIVOLT KALA
11891,INVERSORA SOLDA KSI 130A BIVOLT KALA - MOSTRUÁRIO
5913,MAQ.SOLDA DV INVERS. MANUAL AGILLE SUPER DM4-160 *
12059,MARTELETE COMBINADO MAKITA C/MALETA 127 V HR2670
10422,MARTELETE COMBINADO MAKITA C/MALETA 127 V M8701P
10426,PARAF/FURADEIRA 12 V C/MALETA WESCO WS2555K
5792,"PARAFUSADEIRA SKILL 2248 A2 BAT. 4,8V 127V"
11473,SERRA CIRCULAR. WESCO 127V 1400W WS3455U.1
10416,SERRA MARMORE MAKITA 220 V C/ 2 DISCOS
10414,SERRA MARMORE MAKITA 4100NH 3ZX2 127V - C/ 2 DISCOS
5675,SERRA MARMORE MAKITA 4100NH 3ZX2 127V - S/MALETA
11475,SERRA MARMORE WESCO 1450W 127V WS3905U
10418,SERRA RAPIDA MAKITA 127 V M2401B ( FERRO )
10896,SERRA RAPIDA POLICORTE 2200W - 127V TITANIUM
10420,SERRA TICO TICO MAKITA 127 V 4327 P
11957,KIT REFORMA EXPRESS 1
233,CALHA GALV J-40 160 X 100 X 100 2MT
10560,CALHA GALV MT
1176,CALHA GALV Q-40 100 X 160 X 100 2MT
1108,SAIDA D'AGUA 100MM *
1695,SUPORTE P/ CALHA J-40 RETO *
2091,SUPORTE P/ CALHA J-40 TORCIDO *
1694,SUPORTE P/ CALHA Q-40 RETO *
2092,SUPORTE P/ CALHA Q-40 TORCIDO *
238,TAMPA P/CALHA J-40 ( DIREITO) *
5640,TAMPA P/CALHA J-40 ( ESQUERDO ) *
1181,TAMPA P/CALHA Q-40 *
123133439,CANTONEIRA 1 X 1/8 #
123133431,CANTONEIRA 1.1/2 X 1/4
11745,CANTONEIRA 1.1/2 X 1/8 EMP2
123133436,CANTONEIRA 1.1/4 X 1/8 #
123133440,CANTONEIRA 1/2 X 1/8
11743,CANTONEIRA 2 X 1/4 EMP2
123133442,CANTONEIRA 2.1/2 X 1/4
123133447,CANTONEIRA 3/4 SERRALHEIRO
123133856,CANTONEIRA 3/4 X 1/8 #
123133448,CANTONEIRA 5/8 X 1/8 #
123133450,CANTONEIRA 7/8 X 1/8
123133863,DEGRAU XADREZ CARACOL 45CM
123133536,DEGRAU XADREZ RETO 100X25X3CM
10915,DEGRAU XADREZ RETO 100X25X3CM EMPR 02
11509,DEGRAU XADREZ RETO 50X25X3CM
123133537,DEGRAU XADREZ RETO 60X25X3CM
10921,DEGRAU XADREZ RETO 60X25X3CM EMPR 02
123133538,DEGRAU XADREZ RETO 70X25X3CM
10919,DEGRAU XADREZ RETO 70X25X3CM EMPR 02
123133539,DEGRAU XADREZ RETO 80X25X3CM
10917,DEGRAU XADREZ RETO 80X25X3CM EMPR 02
2191,PATAMAR CARACOL 45CM
905,PATAMAR RETO 100 X 100
11369,PATAMAR RETO 100 X 100 EMPR 02
11379,PATAMAR RETO 70 X 70 EMP 2
123133417,BOBINA PRONTA 4.5 METROS *
10626,BOBINA PRONTA 4.5 METROS * EMP2
123133418,BOBINA PRONTA 5 METROS *
10656,BOBINA PRONTA 5 METROS * EMP2
123133810,BOBINA PRONTA 6 METROS *
5629,BOBINA PRONTA 6 METROS EIXO 1''1/2 *
10628,BOBINA PRONTA 6 METROS EMP2
5766,BOBINA VAZIA *
123133958,CHAPA PAULISTA  24 GALVANIZADA
11491,CHUMBADORQ. BICOMPONENTEAMPOLA 10MM EMP2
11845,CHUMBADORQ. BICOMPONENTEAMPOLA16MM
453,EMPOSTA GALVANIZADA 18 ( 2 METROS )
454,EMPOSTA GALVANIZADA 18 ( 3 METROS )
455,EMPOSTA GALVANIZADA 18 ( 4 METROS )
556,EMPOSTA GALVANIZADA 18 ( 6 METROS )
10530,EMPOSTA PARA PORTA DE AÇO 16 ( 6 METROS )
563,FITA PARA PORTA DE ACO 25MM *
4876,GUIA PARA MOLA DE PORTA DE ACO *
318,LEQUE S/MANCAL BANDEIRA *
652,LEQUE S/MANCAL QUADRADO 30 X 30 *
730,MANCAL U PARA PORTA DE ACO *
1366,PEDAL P/ PORTA DE ACO *
11757,PERFIL LAMBRI 9G ONDULADO 24 2.00 X 1.05 EMP2
11979,PRISIONEIRO G2 1/2 X 160 PARA AMPOLA AQA CHUMBADOR
11935,PRISIONEIRO G2 3/8 X 130 PARA AMPOLA AQA CHUMBADOR
11861,PRISIONEIRO G2 5/8 X 190 PARA AMPOLA AQA CHUMBADOR
5643,TRELICA ESTRUTURAL 2''  ( AMARELA )
5794,"TRELICA ESTRUTURAL 2"" AZUL ( REFORÇADA )"
10766,"TRELICA ESTRUTURAL 2"" AZUL ( REFORÇADA ) EMP2"
5809,"TRELICA ESTRUTURAL 3"" X 2,00 MM/1.80MM *ALTURA 25 CM"
10532,TRELICA ESTRUTURAL PROMO ( VERMELHA )
10089,EXPOSITOR OCULOS SEGURANCA -
10235,EXPOSITOR QUIMICO BALCAO KALA
11997,SCOOTER ELETRICA - VERMELHA - CHASSI*SH48V8002505120807
1186,ALGARISMO 4 COR BRONZE *
1190,ALGARISMO 8 COR BRONZE *
1191,ALGARISMO 9 COR BRONZE *
3535,"ALGARISMO ALUMINIO N, 4 *"
2083,ALICATE DESENCAPAR ELETRICISTA FAMASTIL 8'' *
11781,BATENTE BORRACHA GRANDE 
294,"CABO ENVERN P/ ANCINHO 1,20 MT *"
3157,CADEIRA SAMAMBAIA GRANDE AL *
123134130,CALCA AZUL ROYAL G
123134029,CALCA AZUL ROYAL GG
123134006,CALCA AZUL ROYAL M
123133962,CALCA CINZA CHUMBO G
123134049,CALCA CINZA CHUMBO GG
123133992,CALCA CINZA CHUMBO M
123133965,CAMISA POLO FEM AZUL MARINHO G
123134070,CAMISA POLO FEM AZUL MARINHO M
123133978,CAMISA POLO FEM AZUL MARINHO P
123134106,CAMISA POLO FEM AZUL MARINHO P C/RIBANA 2 LISTRA
123134082,CAMISA POLO FEM AZUL MARINHO XG
123134086,CAMISA POLO MASC AZUL MARINHO G
123134044,CAMISA POLO MASC AZUL MARINHO GG
123134090,CAMISA POLO MASC AZUL MARINHO M
123134117,CAMISA POLO MASC AZUL ROYAL G RIBANA 1 LISTRA
123133950,CAMISA POLO MASC AZUL ROYAL GG RIBANA 1 LISTRA
123134000,CAMISA POLO MASC AZUL ROYAL M RIBANA 1 LISTRA
123134068,CAMISA REGATA AZUL ROYAL G
123133953,CAMISA REGATA AZUL ROYAL GG
123133996,CAMISA REGATA AZUL ROYAL M
123133970,CAMISA REGATA CINZA CHUMBO G
123134123,CAMISA REGATA CINZA CHUMBO GG
123134081,CAMISA REGATA CINZA CHUMBO M
123134093,CAMISA REGATA CINZA CLARO G
123134071,CAMISA REGATA CINZA CLARO M
123134054,CAMISA SOCIAL FEMININA G
123134056,CAMISA SOCIAL FEMININA M
123134119,CAMISA SOCIAL FEMININA P
123134125,CAMISA SOCIAL FEMININA PP
123134007,CAMISA SOCIAL MASCULINA AZUL MARINHO GG
123133974,CAMISA SOCIAL MASCULINA G
123134115,CAMISA SOCIAL MASCULINA GG
123133976,CAMISA SOCIAL MASCULINA M
123133778,CAMISA SOCIAL MASCULINA P
123133983,CAMISA SOCIAL MASCULINA PP
4472,CANTONEIRA PVC QUIMIPLAST 20 X 20 ( 3 METROS ) *
4880,CAVALETE TIPO ANDAIME 100 X 120 * (MAX 7M)
11235,COMBO TOUCH145 220V + OPTIARC 70 - MOSTRUÁRIO
3711,DISCO CORTE DIAMANTADO
11237,DISCO DE CORTE  4'' PARA MAKITA
5876,"DISCO DE CORTE NORTON 115X1,0X22,2MM (4.1/2""X3/64""X7/8"")"
5688,"DISCO SUPERCLEAN GS 4,5"" GROSSO"
632,DOBRADICA LATAO 1001 3.1/2 X 3  C/3 PÇ
3726,EMENDA H RIGIDA QUIMIPLAST 6.MT *
123133776,FF PINHA 31 CM ( 07 )
5906,"FORRO PVC QUIMIPLAST 3,5 MT 7MM FRISADO"
3624,GRAMPEADOR 4-8 MM PROFISSIONAL
3248,GRAMPO TIPO U 1'' X 5/16
123133994,JALECO MANGA LONGA G
123134041,JALECO MANGA LONGA M
5778,LENTE EXTERNA MASTER WELD VISION *
3542,LETRA ALUMINIO A *
3543,LETRA ALUMINIO B *
3544,LETRA ALUMINIO C *
3545,LETRA ALUMINIO D *
3546,LETRA ALUMINIO F *
3548,LETRA ALUMINIO S *
3550,LETRA ALUMINIO T *
123133813,LETRA METAL C *
3175,LETRA METAL D *
123133814,LETRA METAL F *
3178,LETRA METAL O *
3177,LETRA METAL S *
3176,LETRA METAL T *
1505,"MACHO MANUAL AC 3MM X 0,5 *"
1499,"MACHO MANUAL AR 3MM X 0,5 *"
3563,MACHO WW AR 3/8 *
2060,MAQ SOLDA AWT INVERS MMA-250MAX BIVOLT
4452,MAQ SOLDA AWT MIG SEM GAS MIG 140EF BIVOLT
5768,MASCARA DE SOLDA  AUTOMATICA OPTIARC 120
5772,MASCARA DE SOLDA AUTOMATICA SPECTRA 180
5752,"PERFIL LAMBRI 9G 22 ONDULADO 3.00 X 1,12"
12029,PERFIL W 200 X 53 6MT
3333,PONTEIRA RET EXT 60 X 40 (BORRACHA) *
3724,RODAFORRO COLONIAL QUIMIPLAST 6.MT
4953,SPRAY CHEMICOLOR USO GERAL 400 ML VERDE
4951,SPRAY COLORGIM USO GERAL 400 ML CORES AMARELO *
11877,"STEEL DECK 0,80"
6052,"STELL DECK SD 0,95MM 75X850"
123134012,"TELA SOLDADA Q166 2,45 X 6,00 10 X 10 4.6 MM"
6054,"TRINCO CHATO 2"" INCA"
3126,"TUBO GALVANIZADO S/ ROSCA 3/4 X 20 (19,05 EXT)"
303,VASSOURA JARDIM PLASTICA 22DT PR C CABO
3172,AL FLOREIRA TRIPE *
123133761,CHAPA GALVANIZADA VARIAS MEDIDAS *
123133656,CHAPA P/ LANTERNAGEM 18 = 2 MT X 30 CM *
123133943,CHAPA P/ LANTERNAGEM 20 = 2 MT X 30 CM *
123133533,FF COLUNA 110 CM *
123133534,"FF COLUNA C/ SAPATA 91,5 CM *"
123133535,FF COLUNA CURVA 108 CM *
4874,FF FLORAO N.00 *
1138,FF FLORAO N.01 PEQUENO 36 X 15 CM *
1349,FF FLORAO N.02 MEDIO 42 X 15 CM *
1350,FF FLORAO N.03 GRANDE 58 X 34 CM *
3399,FF FLORAO N.05 DIADEMA *
123133553,FF GRADE ABACAXI 81 X 14 CM *
123133775,FF GRADE ARABESCO GRANDE 137 X 54 CM *
123133805,FF GRADE ARABESCO PEQUENA 80 X 17 CM *
123133757,FF GRADE ARPA 84 X 26 CM *
123133554,FF GRADE BOMBE CURVA ESTREITA 80 X 08 CM *
123133833,FF GRADE BOMBE CURVA LARGA 80 X 24*
123133555,"FF GRADE BOMBE RETA 82 X 24,5 CM *"
123133816,"FF GRADE ESPANHOLA 72 X 24,5 *"
123133777,FF GRADE ESTRELINHA 49 X 37 CM *
123133557,FF GRADE FLOR DE LIRIO CURVA 78 X 18 CM *
123133753,FF GRADE FLOR DE LIRIO INCLINADA 84 X 18 CM *
123133556,FF GRADE FLOR DE LIRIO RETA 79 X 18 CM *
123133875,FF GRADE FLOR DE LIZ C/01 GRAU 90 X 15 CM *
123133838,FF GRADE FLOR DE LIZ C/02 GRAUS 88 X 14 CM *
123133854,FF GRADE FLOR DE LIZ INCLINADA *
123133558,FF GRADE FLOR DE LIZ PEQUENA 59 X 13 CM *
123133853,FF GRADE FLOR DE LIZ RETA 79 X 13 *
123133804,FF GRADE GREGA 82 X 16CM *
123133772,FF GRADE IMPERIAL C/ 01 GRAU 84 X 15 CM *
123133837,FF GRADE IMPERIAL C/ 02 GRAUS 82 X 16CM *
123133859,FF GRADE IMPERIAL INCLINADA 76 X 17
123133559,FF GRADE IMPERIAL PEQUENA 50 X 16 CM *
123133852,FF GRADE IMPERIAL RETA 78 X 15 *
123133831,FF GRADE JACARE *
123133560,FF GRADE OURO PRETO *
123133773,FF GRADE OURO PRETO C/ 01 GRAU *
123133861,FF GRADE OURO PRETO C/ 02 GRAUS *
123133564,FF GRADE PARREIRA DE UVA *
123133759,FF GRADE PORTUGUESA 73 X 32 CM *
123133561,FF GRADE RAMADA DUPLA 95 X 36 CM *
123133754,FF GRADE RAMADA ESTREITA 80 X 20 CM *
123133562,"FF GRADE RAMADA S/ CONTORNO 74 X 36,5 *"
123133774,FF GRADE RAMADINHA 44 X 33 CM *
123133785,"FF GRADE ROMANA 80,50 X 33,50 CM *"
123133563,FF GRADE ROSACEA *
1344,FF LANCA COPO DE LEITE 17 CM *
1346,FF LANCA ESPADINHA 18 CM LEVE *
1340,FF LANCA FLEXA 13 1/2 X 2 1/2 *
1343,"FF LANCA FLOR DE LIZ 16,5 CM *"
1345,FF LANCA GREGA LEVE 19 CM *
1342,FF LANCA IMPERIAL 19 CM *
123133590,FF PE DE BANCO CAVALO 9 RIPAS *
3362,FF PE DE BANCO FRANCES INFANTIL *
123133596,FF PINHA 16 1/2 CM ( 3 ) *
123133595,FF PINHA 18 1/2 CM ( 06 ) *
123133598,FF PINHA 25 CM ( 5 ) *
123133599,FF PINHA 31 CM ( 08 ) *
123133594,FF PINHA 36 CM ( 10 ) *
123133593,FF PINHA 9 1/2 CM ( 2 ) *
123133597,FF PINHA ABACAXI 19 1/2 CM ( 4 ) *
11151,"FF ROSACEA FLOR DE LIRIO 13,5"
11045,"FF ROSACEA FLOR DE LIZ 13,5CM *"
3923,FF ROSACEA IMPERIAL 10 CM *
1140,FF ROSACEA MARGARIDA 22CM *
1219,FF TUCHINHO FERRO FUNDIDO 1/2'' *
1220,FF TUCHINHO FERRO FUNDIDO 5/8'' *
5619,MARTELO ROMPEDOR VONDER MRV 1500 220 V *
123133971,PARAFUSO PARA CONCRETO PCE 12 100
3421,TELA ARTICULADA C/ PVC FIO 12 MALHA 30 *
4029,TELA ARTICULADA C/ PVC FIO 12 MALHA 40 *
4030,TELA ARTICULADA C/ PVC FIO 12 MALHA 50 *
4031,TELA ARTICULADA C/ PVC FIO 12 MALHA 65 *
4032,TELA ARTICULADA C/ PVC FIO 12 MALHA 75 *
4033,TELA ARTICULADA C/ PVC FIO 12 MALHA 80 *
4035,TELA ARTICULADA C/ PVC FIO 14 MALHA 20 *
4036,TELA ARTICULADA C/ PVC FIO 14 MALHA 25 *
4037,TELA ARTICULADA C/ PVC FIO 14 MALHA 30 *
4038,TELA ARTICULADA C/ PVC FIO 14 MALHA 40 *
4039,TELA ARTICULADA C/ PVC FIO 14 MALHA 50 *
4040,TELA ARTICULADA C/ PVC FIO 14 MALHA 65 *
4041,TELA ARTICULADA C/ PVC FIO 14 MALHA 75 *
4050,TELA ARTICULADA C/ PVC FIO 16 MALHA 15 *
4043,TELA ARTICULADA C/ PVC FIO 16 MALHA 20 *
4044,TELA ARTICULADA C/ PVC FIO 16 MALHA 25 *
4045,TELA ARTICULADA C/ PVC FIO 16 MALHA 30 *
4046,TELA ARTICULADA C/ PVC FIO 16 MALHA 40 *
4047,TELA ARTICULADA C/ PVC FIO 16 MALHA 50 *
4048,TELA ARTICULADA C/ PVC FIO 16 MALHA 65 *
4049,TELA ARTICULADA C/ PVC FIO 16 MALHA 75 *
3978,TELA ARTICULADA FIO 10 MALHA 50 ( GALVANIZADA ) *
3977,TELA ARTICULADA FIO 10 MALHA 65 ( GALVANIZADA ) *
3976,TELA ARTICULADA FIO 10 MALHA 75 ( GALVANIZADA ) *
3973,TELA ARTICULADA FIO 12 MALHA 100 ( GALVANIZADA ) *
2671,TELA ARTICULADA FIO 12 MALHA 30 ( GALVANIZADA ) *
3968,TELA ARTICULADA FIO 12 MALHA 40 ( GALVANIZADA ) *
3970,TELA ARTICULADA FIO 12 MALHA 65 ( GALVANIZADA ) *
3971,TELA ARTICULADA FIO 12 MALHA 75 ( GALVANIZADA ) *
3972,TELA ARTICULADA FIO 12 MALHA 80 ( GALVANIZADA ) *
3981,TELA ARTICULADA FIO 14 MALHA 25 ( GALVANIZADA ) *
3982,TELA ARTICULADA FIO 14 MALHA 30 ( GALVANIZADA ) *
3980,TELA ARTICULADA FIO 14 MALHA 40 ( GALVANIZADA ) *
3983,TELA ARTICULADA FIO 14 MALHA 50 ( GALVANIZADA ) *
3984,TELA ARTICULADA FIO 14 MALHA 65 ( GALVANIZADA ) *
3985,TELA ARTICULADA FIO 14 MALHA 75 ( GALVANIZADA ) *
3986,TELA ARTICULADA FIO 16 MALHA 15 ( GALVANIZADA ) *
3987,TELA ARTICULADA FIO 16 MALHA 20 ( GALVANIZADA ) *
3988,TELA ARTICULADA FIO 16 MALHA 25 ( GALVANIZADA ) *
3989,TELA ARTICULADA FIO 16 MALHA 30 ( GALVANIZADA ) *
3990,TELA ARTICULADA FIO 16 MALHA 40 ( GALVANIZADA ) *
3991,TELA ARTICULADA FIO 16 MALHA 50 ( GALVANIZADA ) *
3992,TELA ARTICULADA FIO 18 MALHA 15 ( GALVANIZADA ) *
3994,TELA ARTICULADA FIO 18 MALHA 20 ( GALVANIZADA ) *
3995,TELA ARTICULADA FIO 18 MALHA 25 ( GALVANIZADA ) *
3996,TELA ARTICULADA FIO 18 MALHA 30 ( GALVANIZADA ) *
3997,TELA ARTICULADA FIO 18 MALHA 40 ( GALVANIZADA ) *
4001,TELA ONDULADA FIO 10 MALHA 20 *
4002,TELA ONDULADA FIO 10 MALHA 23 *
4003,TELA ONDULADA FIO 10 MALHA 25 *
4004,TELA ONDULADA FIO 10 MALHA 30 *
4005,TELA ONDULADA FIO 10 MALHA 32 *
4006,TELA ONDULADA FIO 10 MALHA 40 *
4007,TELA ONDULADA FIO 10 MALHA 50 *
4008,TELA ONDULADA FIO 12 MALHA 13 *
4009,TELA ONDULADA FIO 12 MALHA 20 *
4010,TELA ONDULADA FIO 12 MALHA 23 *
4011,TELA ONDULADA FIO 12 MALHA 25 *
4013,TELA ONDULADA FIO 12 MALHA 30 *
4014,TELA ONDULADA FIO 12 MALHA 32 *
4015,TELA ONDULADA FIO 12 MALHA 35 *#*
4016,TELA ONDULADA FIO 12 MALHA 40 *
4019,TELA ONDULADA FIO 14 MALHA 10 *
4022,TELA ONDULADA FIO 14 MALHA 10 X 20 *
4020,TELA ONDULADA FIO 14 MALHA 15 *
4021,TELA ONDULADA FIO 14 MALHA 20 *
4024,TELA ONDULADA FIO 16 MALHA 10 *
4025,TELA ONDULADA FIO 16 MALHA 15 *
4026,TELA ONDULADA FIO 16 MALHA 20 *
4028,TELA ONDULADA FIO 18 MALHA 15 *
5872,TELA ONDULADA FIO 18 MALHA 8
2096,TELA ONDULADA FIO 8 MALHA 25 *
3998,TELA ONDULADA FIO 8 MALHA 30 *
3999,TELA ONDULADA FIO 8 MALHA 40 *
4000,TELA ONDULADA FIO 8 MALHA 50 *
11207,TELHA  GALV TRAP PINTADA  BRANCA 1 FACE 3300MM EMP2
123133671,"TELHA ENC GALV 0,43/ 0,98 MT"
123133937,"TELHA ENC GALV 0,50/ 0,98 MT"
123133993,TELHA ENC GALV TRAP PINTADA BRANCA 01 FACE
123133895,TELHA ENC GALV TRAP PINTADA BRANCA 02 FACES
10975,TELHA ENC PINTADA LARANJA 2 FACES - EMP2
123133939,TELHA ENC TERMO ISOPOR
123134109,TELHA ENC TERMO ISOPOR PINTADA  CORES 1 FACE
5729,"TELHA ENC TERMO ISOPOR PINTADA 1,020 MT (30 DIAS) CORES 2 FA"
123133673,TELHA ENC TERMO ISOPOR PINTADA BRANCO 1 FACE -
123133938,TELHA ENC TERMO ISOPOR PINTADA BRANCO 2 FACES -
5815,TELHA FORRO ISOPOR PINTADA 2 FACE BRANCO MT *#
10973,TELHA GALV TRAP PINTADA PRETA 01 FACE MT
12067,TELHA SIMPLES 35/1050 3 METROS
10892,TELHA TERMO ACÚSTICA MT COM TRANSPASSE DE 30CM
10630,"TELHA TRAPEZIO 25MM X 1020MM X 0,5MM RAL 9006"
10280,AGUA SANITARIA
10079,"AGUA SANITARIA 2,5% 5L"
10160,"AGUA SANITARIA 2,5% 5L MAROX"
123134062,AJUSTE FINANCEIRO
10077,ALCOOL LIQUIDO 70% INPM 5L MONTENEGRO
1000006,ALUGUEIS
10035,BOBINA 57 X 30 1 VIA MAQUI CALC
10045,BOBINA TERMICA BRANCA 80 X40 48G
10067,BOM AR LAVANDA 360 ML
10270,CADERNO UNIVERSITARIO
10116,CALCULADORA  BOBINA HR 150 CASIO
10039,CALCULADORA BOBINA HR 150 CASIO O NC
10114,CALCULADORA BPBINA HR150 CASO
5590,CARRINHO DE MAO 80L/ 150KG - TRATOR
10063,CLIPS 2/0 CX 500 GALV REF 1006-3 BACCHI
10264,CLORO ATIVO 500 VEJA
1000008,COMBUSTIVEIS
1000005,COMPLEMENTO DE IMPOSTO
1000012,CONHECIMENTO DE FRETE
10041,CORRETIVO LIQ ATIMA  18 ML RADEX
1000003,CREDITO DE ICMS
10776,"CUMEEIRA GALVALUME 0,65  1M X 30CM X 30CM *"
144,CUMEEIRA PINTADA GALVALUME 1M X 30CM X 30CM *
10158,DESINFETANTE BRUTO 5L LYSOFORM
10278,DETERGENTE 500 ML
10162,DETERGENTE 500ML LIMÃO VITRAL
1000000,DEVOLUCAO DE ICMS DA SUBSTITUICAO TRIBUTARIA
1000014,ENERGIA ELETRICA
10266,ESPONJA MULTIUSO L4
10150,ESPONJA MULTIUSO L4 PG3 BRILHUS BETTANIN
10262,GRAMPEADOR EAGLE 208
10071,INSETICIDA 380ML SBP
10081,LIMPADOR PERFUMADO 500ML CASA E PERFUME
10146,LIMPADOR PERFUMES NAT 500ML LAVANDA VEJA
1000016,MANUTENCAO
1000010,MATERIAL USO E CONSUMO
10053,MULTI USO TRADICIONAL 500ML VEJA
10142,MULTIUSO TRAD.500ML VEJA
10282,ODORIZADOR
10154,PANO DE CHAO 100% ALGODAO 45 X 70 78GR
10043,PANO DE CHÃO 100% ALGODÃO 45X70 78GRLL9
10272,PANO DE CHAO 45 X 70
10152,"PANO MULTIUSO ROLO AZ 0,28X300M PICOTADO"
10073,PAPALE TOALHA INTERF 20X21 BRLUXO PAPELEX
10144,PAPEL CHAMEX A4 OFFICE 210 X 297 75G C/500
10047,PAPEL HIG ROLÃO FSIMPLES 8X300 LUXO NOBRE
1000001,PRODUTO GERAL
10075,SABONETE 5L ERVA DOCE PREMISSE
10268,SABONETE LIQUIDO 5 LITROS
10260,SACO DE LIXO 100 PESADO COM 100
10274,SACO DE LIXO 60 LITROS
10156,SACO DE LIXO 60 LTS C/100 50 X60X03
1000018,SERVICOS
1000002,TAXA DE ENTREGA
10276,TECLADO USB GAME
10148,TELEFONE FIO PLENO PRETO INTELBRAS
3658,"TUBO 12"" C/ COSTURA SCH40 X 6M"
